Customer_ID,Transaction_ID,Product_Category,Product_Name,Quantity_Purchased,Purchase_Amount,Discount_Percentage,Final_Price,Purchase_Date,Payment_Method,Customer_Age,Customer_Gender,Region
202,T00202,Mobile,iPhone 13,5,2166.32,4.44,2070.14,12/17/2024,Debit Card,28,Female,Asia
203,T00203,Mobile,iPhone 13,3,2418.56,14.57,2066.18,2/9/2025,Debit Card,57,Male,Europe
204,T00204,Mobile,Google Pixel 6,4,1485,4.71,1415.06,9/13/2024,PayPal,36,Female,Asia
205,T00205,Mobile,Samsung Galaxy S22,4,2196.34,3.16,2126.94,5/22/2023,PayPal,61,Female,Africa
206,T00206,Smartwatch,Apple Watch Series 7,1,1035.85,14.54,885.24,1/16/2024,Credit Card,39,Male,North America
207,T00207,Smartwatch,Garmin Forerunner,5,2195.87,4.36,2100.13,7/9/2024,Credit Card,57,Female,North America
208,T00208,Smartwatch,Garmin Forerunner,1,1098.27,14.43,939.79,2/20/2024,Debit Card,33,Male,North America
209,T00209,Smartwatch,Samsung Galaxy Watch 4,5,541.94,29.77,380.6,10/28/2024,Credit Card,22,Female,Asia
210,T00210,Laptop,HP Spectre x360,2,2479.77,29.42,1750.22,12/26/2024,PayPal,42,Female,Africa
211,T00211,Mobile,Samsung Galaxy S22,8,210.48,13.11,182.89,10/13/2023,PayPal,31,Male,North America
212,T00212,Headphones,Bose 700,4,1494.82,21.17,1178.37,10/18/2024,Debit Card,60,Female,South America
213,T00213,Laptop,HP Spectre x360,1,2025.38,0.03,2024.77,2/11/2024,PayPal,46,Male,North America
214,T00214,TV,Samsung QLED,9,2151.16,23.3,1649.94,8/25/2023,Debit Card,60,Male,South America
215,T00215,Headphones,Sony WH-1000XM4,5,190.93,5.41,180.6,5/27/2023,Credit Card,30,Male,Africa
216,T00216,Mobile,iPhone 13,4,1800.91,27.69,1302.24,11/21/2023,Cash,27,Male,North America
217,T00217,Mobile,iPhone 13,7,1647.25,25.92,1220.28,11/11/2023,Credit Card,63,Female,South America
218,T00218,Smartwatch,Samsung Galaxy Watch 4,4,252.26,14.12,216.64,5/28/2024,PayPal,31,Male,Asia
219,T00219,Headphones,AirPods Pro,10,2240.46,10.37,2008.12,11/19/2024,Cash,31,Female,North America
220,T00220,Smartwatch,Garmin Forerunner,7,713.45,16.45,596.09,7/6/2024,PayPal,34,Female,Europe
221,T00221,Laptop,MacBook Pro,10,2140.81,4.29,2048.97,9/19/2024,Cash,29,Male,North America
222,T00222,Smartwatch,Apple Watch Series 7,1,1744.13,14.16,1497.16,5/7/2023,Debit Card,49,Female,North America
223,T00223,Laptop,MacBook Pro,1,2388.48,8.17,2193.34,3/3/2023,Debit Card,63,Male,North America
224,T00224,Laptop,HP Spectre x360,5,1911.72,18.83,1551.74,2/3/2025,Credit Card,43,Female,South America
225,T00225,Headphones,Sony WH-1000XM4,4,2659.37,1.8,2611.5,2/1/2024,Credit Card,26,Female,Europe
226,T00226,TV,LG OLED,10,1173.19,6.72,1094.35,6/9/2024,Debit Card,47,Female,Europe
227,T00227,TV,Samsung QLED,7,254.72,4.95,242.11,7/28/2023,Credit Card,28,Female,North America
228,T00228,TV,Samsung QLED,2,1033.31,12.56,903.53,12/27/2024,Cash,55,Female,Europe
229,T00229,Smartwatch,Samsung Galaxy Watch 4,2,1401.39,12.96,1219.77,6/27/2023,Debit Card,45,Male,Asia
230,T00230,Smartwatch,Apple Watch Series 7,6,1206.6,23.43,923.89,6/27/2023,Debit Card,61,Male,Africa
231,T00231,TV,Samsung QLED,9,1776.45,5.79,1673.59,1/18/2024,Debit Card,30,Female,Asia
232,T00232,Laptop,Dell XPS 15,8,419.88,27.67,303.7,5/5/2024,PayPal,43,Female,South America
233,T00233,Headphones,AirPods Pro,4,2339.36,6.58,2185.43,10/27/2024,PayPal,42,Male,North America
234,T00234,Headphones,Sony WH-1000XM4,5,152.98,15.55,129.19,3/21/2023,Credit Card,38,Male,Africa
235,T00235,TV,Sony Bravia,6,239.13,16.04,200.77,11/29/2023,Debit Card,39,Male,Africa
236,T00236,Smartwatch,Apple Watch Series 7,10,2791.18,5.08,2649.39,2/5/2025,Credit Card,44,Male,South America
237,T00237,Mobile,iPhone 13,10,2517.93,13.9,2167.94,5/15/2024,Cash,28,Male,Africa
238,T00238,TV,Samsung QLED,9,172.53,5.05,163.82,1/26/2025,Cash,57,Male,Europe
239,T00239,Smartwatch,Garmin Forerunner,9,1117.25,9.55,1010.55,8/21/2023,Cash,64,Female,Asia
240,T00240,TV,LG OLED,7,2177.11,27.75,1572.96,11/12/2023,Credit Card,68,Female,South America
241,T00241,Smartwatch,Apple Watch Series 7,3,978.87,14.29,838.99,1/30/2024,Credit Card,49,Female,North America
242,T00242,Laptop,MacBook Pro,4,969.79,4.7,924.21,3/7/2024,Credit Card,48,Female,North America
243,T00243,Headphones,Sony WH-1000XM4,8,1362.25,29.08,966.11,8/28/2024,Cash,67,Female,South America
244,T00244,Mobile,Samsung Galaxy S22,10,2406.55,27.64,1741.38,1/11/2025,Debit Card,60,Female,North America
245,T00245,TV,Sony Bravia,1,2439.84,18.83,1980.42,2/15/2025,Debit Card,70,Female,Asia
246,T00246,TV,Samsung QLED,1,440.68,23.64,336.5,2/10/2025,PayPal,30,Male,South America
247,T00247,Headphones,Bose 700,5,2216.27,18.41,1808.25,10/14/2023,Cash,48,Female,Asia
248,T00248,Smartwatch,Apple Watch Series 7,5,2511.21,18.58,2044.63,2/1/2024,Credit Card,39,Female,North America
249,T00249,Mobile,iPhone 13,2,2492.39,8.71,2275.3,1/16/2025,Debit Card,59,Female,Africa
250,T00250,Mobile,Samsung Galaxy S22,4,2938.14,20.79,2327.3,8/8/2024,Credit Card,34,Female,South America
251,T00251,Laptop,MacBook Pro,6,1312.91,24.81,987.18,12/21/2024,Debit Card,23,Female,Africa
252,T00252,Smartwatch,Garmin Forerunner,5,1514.56,23.04,1165.61,5/25/2023,Debit Card,44,Male,South America
253,T00253,Smartwatch,Samsung Galaxy Watch 4,5,308.63,25.96,228.51,7/7/2024,PayPal,32,Male,Africa
254,T00254,Mobile,Google Pixel 6,8,1334.97,11.31,1183.98,9/23/2024,Credit Card,21,Female,South America
255,T00255,Mobile,Google Pixel 6,6,1030.52,22.21,801.64,6/25/2023,PayPal,48,Male,North America
256,T00256,Headphones,Bose 700,4,1783.8,24.99,1338.03,2/23/2024,PayPal,40,Female,Asia
257,T00257,Smartwatch,Samsung Galaxy Watch 4,4,1255.02,6.64,1171.69,10/27/2024,Debit Card,45,Male,North America
258,T00258,TV,LG OLED,9,1772.27,19.16,1432.7,2/9/2025,Credit Card,23,Male,North America
259,T00259,TV,Sony Bravia,9,237.19,20.18,189.33,1/16/2025,PayPal,66,Female,South America
260,T00260,TV,Sony Bravia,4,811.73,28.42,581.04,1/4/2025,Cash,42,Male,Europe
261,T00261,TV,LG OLED,1,2622.45,8.59,2397.18,4/23/2024,Cash,65,Male,Europe
262,T00262,Laptop,MacBook Pro,5,2278.09,15.07,1934.78,9/18/2023,PayPal,54,Male,South America
263,T00263,TV,Samsung QLED,7,696.52,12,612.94,7/31/2023,Cash,62,Male,Africa
264,T00264,Mobile,iPhone 13,4,2458.31,18.52,2003.03,10/16/2023,Cash,44,Male,South America
265,T00265,Mobile,Samsung Galaxy S22,4,2816.27,25.45,2099.53,3/3/2024,Debit Card,22,Female,Europe
266,T00266,Laptop,Dell XPS 15,8,2615.66,20.82,2071.08,11/15/2024,Debit Card,29,Female,Africa
267,T00267,Smartwatch,Apple Watch Series 7,5,1531.06,12.83,1334.63,3/20/2024,PayPal,31,Male,Asia
268,T00268,Headphones,Bose 700,5,125.23,25.48,93.32,4/4/2024,Debit Card,51,Male,North America
269,T00269,Smartwatch,Apple Watch Series 7,7,1852.47,15.79,1559.96,5/22/2024,Credit Card,68,Male,South America
270,T00270,Smartwatch,Samsung Galaxy Watch 4,2,193.22,20.6,153.42,9/1/2024,Cash,66,Female,North America
271,T00271,Laptop,Dell XPS 15,4,2163.31,29.94,1515.61,5/24/2023,Cash,57,Male,Asia
272,T00272,Mobile,Samsung Galaxy S22,8,1071.48,26.94,782.82,10/5/2023,Credit Card,63,Male,Africa
273,T00273,Mobile,Samsung Galaxy S22,7,886.81,17.88,728.25,12/10/2023,Credit Card,36,Female,South America
274,T00274,TV,Sony Bravia,9,2761.31,17.72,2272.01,11/26/2024,Credit Card,59,Male,Europe
275,T00275,TV,Samsung QLED,6,166.69,9.51,150.84,10/17/2023,Credit Card,23,Male,Asia
276,T00276,Smartwatch,Garmin Forerunner,4,2277.98,13.95,1960.2,7/6/2023,Cash,37,Female,South America
277,T00277,Headphones,Bose 700,1,79.03,24.4,59.75,6/21/2024,Credit Card,50,Female,Asia
278,T00278,Smartwatch,Garmin Forerunner,4,882.98,21.44,693.67,6/5/2024,Cash,62,Male,South America
279,T00279,TV,Samsung QLED,8,251.61,9.9,226.7,11/5/2023,PayPal,64,Female,North America
280,T00280,Smartwatch,Garmin Forerunner,10,955.31,11.2,848.32,6/4/2024,Cash,57,Female,Africa
281,T00281,Mobile,Google Pixel 6,9,259.75,24.72,195.54,2/23/2024,Credit Card,22,Female,Asia
282,T00282,Laptop,HP Spectre x360,3,220.26,23.45,168.61,12/11/2023,PayPal,35,Female,Africa
283,T00283,Smartwatch,Garmin Forerunner,3,842.96,6.42,788.84,9/18/2023,Credit Card,44,Female,Asia
284,T00284,Smartwatch,Samsung Galaxy Watch 4,9,390.29,28.55,278.86,8/31/2024,Debit Card,54,Male,Europe
285,T00285,Smartwatch,Garmin Forerunner,5,1926.5,7.56,1780.86,6/11/2024,Credit Card,63,Male,Asia
286,T00286,Smartwatch,Apple Watch Series 7,8,1231.36,12.33,1079.53,7/28/2023,Credit Card,62,Male,South America
287,T00287,Smartwatch,Apple Watch Series 7,3,1038.62,5.1,985.65,3/28/2024,PayPal,21,Male,South America
288,T00288,TV,Samsung QLED,7,2917.2,12.02,2566.55,5/15/2023,Cash,51,Male,Europe
289,T00289,Headphones,Sony WH-1000XM4,10,1453.48,29.43,1025.72,10/20/2023,Cash,32,Female,South America
290,T00290,Mobile,iPhone 13,9,810.44,1.04,802.01,10/19/2024,Cash,50,Male,South America
291,T00291,Headphones,Sony WH-1000XM4,4,2943.31,20.71,2333.75,8/21/2024,PayPal,32,Female,Europe
292,T00292,Laptop,Dell XPS 15,3,940.81,0.06,940.25,7/13/2023,Debit Card,22,Male,North America
293,T00293,TV,Samsung QLED,8,1478.7,18.29,1208.25,8/30/2024,Cash,57,Male,Asia
294,T00294,Mobile,iPhone 13,9,2211.87,14.17,1898.45,9/22/2024,Credit Card,62,Male,Africa
295,T00295,Smartwatch,Garmin Forerunner,5,2075.96,12.97,1806.71,10/31/2024,PayPal,20,Male,Africa
296,T00296,Smartwatch,Garmin Forerunner,1,948.57,3.23,917.93,3/23/2024,Debit Card,62,Female,Africa
297,T00297,TV,Sony Bravia,9,339.98,1.8,333.86,7/29/2023,Cash,18,Male,Europe
298,T00298,Smartwatch,Garmin Forerunner,10,985.48,6.38,922.61,9/23/2023,Cash,46,Female,North America
299,T00299,Laptop,HP Spectre x360,2,763.33,20.62,605.93,10/4/2023,Debit Card,36,Female,Europe
300,T00300,Laptop,HP Spectre x360,7,1628.38,1.17,1609.33,12/26/2024,PayPal,61,Female,North America
301,T00301,Headphones,Sony WH-1000XM4,7,387.1,2.71,376.61,3/21/2024,PayPal,34,Female,Europe
302,T00302,Mobile,Google Pixel 6,4,2634.41,10,2370.97,11/5/2023,Credit Card,34,Female,Africa
303,T00303,Headphones,AirPods Pro,2,2289.46,5.82,2156.21,11/4/2023,Debit Card,66,Female,Asia
304,T00304,Mobile,Samsung Galaxy S22,2,753.84,15.13,639.78,10/12/2023,Credit Card,18,Female,Africa
305,T00305,Smartwatch,Garmin Forerunner,2,2736.74,3.14,2650.81,11/16/2024,Debit Card,52,Female,South America
306,T00306,Mobile,Samsung Galaxy S22,8,657.32,22.18,511.53,1/21/2025,Debit Card,28,Female,Asia
307,T00307,Laptop,HP Spectre x360,2,55.72,19.28,44.98,2/29/2024,PayPal,21,Female,Africa
308,T00308,Laptop,HP Spectre x360,8,2445.9,9.08,2223.81,9/1/2023,Cash,34,Male,South America
309,T00309,Mobile,iPhone 13,9,174.8,16.16,146.55,3/12/2023,Debit Card,43,Male,North America
310,T00310,Smartwatch,Garmin Forerunner,5,1511.76,23.21,1160.88,5/1/2023,PayPal,65,Female,South America
311,T00311,Mobile,iPhone 13,1,333.1,26.34,245.36,8/30/2023,Debit Card,52,Female,South America
312,T00312,Laptop,MacBook Pro,4,2970.21,16.03,2494.09,6/30/2023,Cash,55,Male,Europe
313,T00313,Headphones,Bose 700,9,769.04,24.14,583.39,1/9/2024,Debit Card,22,Female,North America
314,T00314,TV,Sony Bravia,10,72.33,27.3,52.58,5/23/2024,Debit Card,68,Female,North America
315,T00315,Smartwatch,Apple Watch Series 7,2,1352.77,26.98,987.79,3/17/2023,Credit Card,49,Male,South America
316,T00316,Laptop,MacBook Pro,9,2477.24,1.55,2438.84,12/21/2024,Debit Card,44,Female,Asia
317,T00317,Laptop,MacBook Pro,3,1164.9,17.28,963.61,5/12/2023,PayPal,48,Male,Asia
318,T00318,Laptop,Dell XPS 15,3,387.95,26.1,286.7,12/4/2024,Credit Card,63,Female,Europe
319,T00319,Smartwatch,Apple Watch Series 7,6,346.65,21.3,272.81,7/3/2023,Debit Card,69,Male,Europe
320,T00320,Smartwatch,Garmin Forerunner,7,2807.02,13.85,2418.25,6/5/2024,Debit Card,43,Female,Asia
321,T00321,Smartwatch,Garmin Forerunner,9,2280.91,2.96,2213.4,4/22/2023,PayPal,44,Female,Africa
322,T00322,Laptop,Dell XPS 15,10,470.32,14.86,400.43,8/23/2023,PayPal,59,Male,Europe
323,T00323,Laptop,MacBook Pro,5,2323.35,17.22,1923.27,5/25/2024,Cash,51,Male,Africa
324,T00324,Mobile,Google Pixel 6,5,265.21,5.61,250.33,12/31/2023,Cash,53,Female,Europe
325,T00325,Smartwatch,Garmin Forerunner,7,1027.29,24.79,772.62,5/26/2024,Cash,47,Male,Asia
326,T00326,TV,Samsung QLED,5,703.31,11.67,621.23,8/20/2023,Credit Card,37,Female,Europe
327,T00327,Smartwatch,Apple Watch Series 7,10,192.8,1.07,190.74,11/10/2024,Cash,28,Male,Europe
328,T00328,Smartwatch,Garmin Forerunner,9,2605.85,24.97,1955.17,10/6/2024,Credit Card,67,Female,Europe
329,T00329,Mobile,Samsung Galaxy S22,9,1807.7,22.34,1403.86,3/3/2024,Debit Card,21,Female,Africa
330,T00330,Laptop,Dell XPS 15,8,1233.07,21.26,970.92,1/8/2025,Cash,37,Female,South America
331,T00331,TV,Sony Bravia,1,1634.89,10.68,1460.28,9/26/2024,PayPal,54,Female,North America
332,T00332,Smartwatch,Apple Watch Series 7,2,652.73,14.63,557.24,5/9/2024,Credit Card,65,Male,Asia
333,T00333,Mobile,Samsung Galaxy S22,10,927.02,6.59,865.93,4/24/2024,Debit Card,65,Male,North America
334,T00334,Mobile,Samsung Galaxy S22,6,1274.16,22.19,991.42,10/9/2024,PayPal,33,Female,Africa
335,T00335,Laptop,MacBook Pro,8,2884.26,5.44,2727.36,4/11/2023,Cash,70,Female,South America
336,T00336,Mobile,Samsung Galaxy S22,2,856.11,24.55,645.93,7/29/2023,PayPal,29,Female,South America
337,T00337,Headphones,AirPods Pro,7,2516.55,15.07,2137.31,2/23/2025,Credit Card,21,Male,South America
338,T00338,Smartwatch,Garmin Forerunner,5,2854.44,4.55,2724.56,11/17/2024,Cash,45,Female,Asia
339,T00339,Smartwatch,Apple Watch Series 7,2,2863.42,10.15,2572.78,12/15/2024,Cash,51,Female,South America
340,T00340,Mobile,Google Pixel 6,1,2887.94,21.83,2257.5,6/4/2023,Credit Card,59,Female,South America
341,T00341,Smartwatch,Garmin Forerunner,9,2904.48,3.06,2815.6,1/5/2024,Cash,48,Male,North America
342,T00342,Smartwatch,Apple Watch Series 7,2,1030.14,23.83,784.66,9/24/2023,Debit Card,41,Female,Africa
343,T00343,Headphones,Sony WH-1000XM4,2,2941.85,16.39,2459.68,6/29/2024,PayPal,46,Male,North America
344,T00344,Mobile,Samsung Galaxy S22,5,91.95,16.45,76.82,6/25/2024,PayPal,55,Female,Africa
345,T00345,TV,Sony Bravia,9,383.85,23.15,294.99,5/27/2023,Cash,44,Male,Africa
346,T00346,TV,Sony Bravia,3,2701.11,13.85,2327.01,6/26/2024,Cash,48,Female,Asia
347,T00347,Smartwatch,Samsung Galaxy Watch 4,7,1066.68,29.68,750.09,1/17/2025,Debit Card,68,Female,Africa
348,T00348,Mobile,Samsung Galaxy S22,6,2124.05,2.64,2067.98,8/21/2024,Debit Card,47,Male,North America
349,T00349,TV,Samsung QLED,9,2189.58,6.33,2050.98,8/17/2024,Debit Card,61,Female,North America
350,T00350,Smartwatch,Samsung Galaxy Watch 4,5,2258.84,22.01,1761.67,3/4/2023,Credit Card,23,Male,North America
351,T00351,Smartwatch,Samsung Galaxy Watch 4,8,2972.46,14.1,2553.34,5/9/2023,Debit Card,54,Female,Europe
352,T00352,Laptop,HP Spectre x360,4,1965.79,20.77,1557.5,12/6/2024,Cash,65,Female,South America
353,T00353,Mobile,Samsung Galaxy S22,1,877.75,8.53,802.88,3/7/2023,Cash,26,Male,Africa
354,T00354,Headphones,AirPods Pro,10,2304.68,9.83,2078.13,9/18/2023,Credit Card,59,Female,Asia
355,T00355,Laptop,Dell XPS 15,1,2743.98,1.28,2708.86,7/21/2024,Credit Card,41,Male,Africa
356,T00356,Smartwatch,Apple Watch Series 7,3,547.47,15.18,464.36,4/13/2024,Credit Card,55,Female,Europe
357,T00357,TV,Sony Bravia,10,761.18,25.18,569.51,6/18/2024,Credit Card,58,Male,Africa
358,T00358,Laptop,MacBook Pro,6,1947.42,5.83,1833.89,3/14/2023,PayPal,62,Male,Europe
359,T00359,Headphones,Bose 700,5,1198.78,24.15,909.27,3/4/2024,Credit Card,39,Female,North America
360,T00360,Laptop,HP Spectre x360,3,2537.31,1.69,2494.43,5/21/2023,PayPal,43,Male,South America
361,T00361,TV,Samsung QLED,4,1885.52,0.82,1870.06,10/14/2023,Cash,38,Male,South America
362,T00362,Laptop,HP Spectre x360,3,1868.95,18.29,1527.12,5/5/2023,Cash,29,Female,North America
363,T00363,Mobile,Samsung Galaxy S22,4,2074.12,17.63,1708.45,12/5/2024,Cash,31,Male,Asia
364,T00364,Mobile,Google Pixel 6,3,1019.72,12.13,896.03,9/12/2023,Cash,66,Female,Europe
365,T00365,TV,Samsung QLED,1,2422.01,13.91,2085.11,1/13/2025,Cash,29,Female,South America
366,T00366,Laptop,HP Spectre x360,2,1737.76,11.91,1530.79,9/20/2024,PayPal,55,Male,Europe
367,T00367,Mobile,Google Pixel 6,8,2693.5,5.48,2545.9,12/25/2024,Credit Card,28,Female,South America
368,T00368,Headphones,AirPods Pro,7,1984.87,26.43,1460.27,9/27/2024,Credit Card,19,Male,Europe
369,T00369,Laptop,MacBook Pro,10,324.79,15.13,275.65,3/20/2024,Debit Card,18,Male,Asia
370,T00370,Headphones,AirPods Pro,5,1448.05,29.23,1024.78,3/23/2024,Debit Card,68,Male,North America
371,T00371,TV,LG OLED,8,2149.05,7.98,1977.56,2/10/2025,PayPal,56,Male,North America
372,T00372,TV,LG OLED,2,1317.56,0.71,1308.21,11/29/2023,PayPal,44,Female,Asia
373,T00373,TV,Sony Bravia,3,2034.65,29.05,1443.58,4/27/2024,Debit Card,38,Female,South America
374,T00374,Smartwatch,Apple Watch Series 7,4,1871.18,5.42,1769.76,4/12/2024,Cash,30,Female,Africa
375,T00375,Mobile,Google Pixel 6,9,2288.04,25.7,1700.01,10/5/2024,Credit Card,42,Male,Africa
376,T00376,Smartwatch,Apple Watch Series 7,9,176.7,17.96,144.96,7/29/2024,Cash,38,Female,Europe
377,T00377,Laptop,HP Spectre x360,7,1847.8,13.1,1605.74,10/13/2023,Credit Card,54,Female,North America
378,T00378,TV,LG OLED,1,2945.36,6.73,2747.14,5/12/2023,PayPal,35,Male,North America
379,T00379,TV,LG OLED,7,596.78,6.5,557.99,10/6/2024,Cash,64,Male,South America
380,T00380,Mobile,Google Pixel 6,5,2395.62,16.3,2005.13,4/5/2024,Credit Card,42,Male,Europe
381,T00381,Laptop,MacBook Pro,7,2625.46,25.14,1965.42,5/25/2024,Credit Card,36,Male,North America
382,T00382,TV,Samsung QLED,7,334.97,6.46,313.33,4/24/2023,Cash,27,Female,South America
383,T00383,Mobile,Samsung Galaxy S22,1,370.21,13.15,321.53,4/28/2024,Cash,34,Female,North America
384,T00384,Smartwatch,Garmin Forerunner,10,2652.98,27.24,1930.31,6/28/2024,Credit Card,31,Female,Asia
385,T00385,Headphones,Sony WH-1000XM4,9,565.28,27.68,408.81,12/1/2024,Credit Card,57,Female,North America
386,T00386,Mobile,iPhone 13,3,930.46,4.21,891.29,9/5/2023,Credit Card,34,Male,Africa
387,T00387,Headphones,Sony WH-1000XM4,2,1527.24,18.71,1241.49,9/16/2024,Cash,51,Male,Europe
388,T00388,Smartwatch,Apple Watch Series 7,1,2312.73,2.86,2246.59,2/8/2025,Credit Card,60,Female,North America
389,T00389,TV,LG OLED,6,1053.08,25.29,786.76,7/24/2023,Debit Card,18,Male,Asia
390,T00390,Laptop,HP Spectre x360,3,940.09,21.11,741.64,2/4/2024,Debit Card,69,Male,Europe
391,T00391,Smartwatch,Samsung Galaxy Watch 4,9,2803.08,4.43,2678.9,7/14/2024,Cash,59,Male,North America
392,T00392,Headphones,AirPods Pro,2,1555.98,27.78,1123.73,11/22/2023,Credit Card,52,Female,North America
393,T00393,Smartwatch,Garmin Forerunner,7,650.68,6.59,607.8,1/18/2024,Debit Card,40,Female,North America
394,T00394,TV,Sony Bravia,10,289.03,10.9,257.53,10/19/2024,Credit Card,54,Male,Africa
395,T00395,Mobile,Google Pixel 6,9,636.63,24.03,483.65,4/6/2024,PayPal,33,Female,Europe
396,T00396,Mobile,iPhone 13,8,1890.12,13.72,1630.8,5/4/2023,Debit Card,64,Male,North America
397,T00397,Headphones,Sony WH-1000XM4,1,2573.97,29.16,1823.4,4/26/2023,Credit Card,69,Male,Africa
398,T00398,Laptop,HP Spectre x360,3,1405.52,3.68,1353.8,6/30/2023,Debit Card,48,Female,South America
